Exon mobile;Equity;#Shares;100000;
26/05/1988;;10,96875;10,78125;10,90625
27/05/1988;;10,9375;10,78125;10,84375
31/05/1988;;11,25;10,78125;11,25
01/06/1988;;11,375;11,09375;11,28125
02/06/1988;;11,1875;10,875;11,03125
03/06/1988;;11,15625;11;11,0625
06/06/1988;;11,125;10,96875;11,0625
07/06/1988;;11,15625;11,03125;11,0625
08/06/1988;;11,5;11,125;11,4375
09/06/1988;;11,4375;11,3125;11,34375
10/06/1988;;11,5;11,375;11,46875
13/06/1988;;11,5;11,40625;11,46875
14/06/1988;;11,78125;11,5625;11,6875
15/06/1988;;11,6875;11,53125;11,65625
16/06/1988;;11,59375;11,40625;11,5
17/06/1988;;11,71875;11,34375;11,71875
20/06/1988;;11,65625;11,53125;11,5625
21/06/1988;;11,65625;11,40625;11,625
22/06/1988;;11,875;11,75;11,84375
23/06/1988;;11,78125;11,625;11,65625
24/06/1988;;11,65625;11,53125;11,53125
27/06/1988;;11,5;11,1875;11,1875
28/06/1988;;11,5625;11,1875;11,5625
29/06/1988;;11,59375;11,4375;11,4375
30/06/1988;;11,40625;11,21875;11,34375
01/07/1988;;11,3125;11,0625;11,15625
05/07/1988;;11,46875;11,125;11,46875
06/07/1988;;11,46875;11,03125;11,15625
07/07/1988;;11,28125;11,0625;11,1875
08/07/1988;;11,25;11,09375;11,15625
11/07/1988;;11,28125;11,15625;11,21875
12/07/1988;;11,21875;11,0625;11,125
13/07/1988;;11,28125;11,0625;11,28125
14/07/1988;;11,46875;11,21875;11,40625
15/07/1988;;11,71875;11,375;11,65625
18/07/1988;;11,65625;11,40625;11,5625
19/07/1988;;11,5625;11,3125;11,40625
20/07/1988;;11,59375;11,4375;11,53125
21/07/1988;;11,5;11,28125;11,28125
22/07/1988;;11,375;11,09375;11,125
25/07/1988;;11,375;11,125;11,34375
26/07/1988;;11,53125;11,15625;11,4375
27/07/1988;;11,5;11,40625;11,40625
28/07/1988;;11,625;11,4375;11,53125
29/07/1988;;11,84375;11,5;11,84375
01/08/1988;;11,8125;11,625;11,6875
02/08/1988;;11,78125;11,625;11,71875
03/08/1988;;11,875;11,625;11,84375
04/08/1988;;11,90625;11,75;11,78125
05/08/1988;;11,78125;11,6875;11,71875
08/08/1988;;11,9375;11,6875;11,71875
09/08/1988;;11,59375;11,34375;11,46875
10/08/1988;;11,5;11,34375;11,375
11/08/1988;;11,5;11,34375;11,46875
12/08/1988;;11,59375;11,4375;11,59375
15/08/1988;;11,65625;11,375;11,4375
16/08/1988;;11,625;11,3125;11,375
17/08/1988;;11,59375;11,34375;11,53125
18/08/1988;;11,59375;11,46875;11,46875
19/08/1988;;11,65625;11,375;11,4375
22/08/1988;;11,4375;11,25;11,28125
23/08/1988;;11,40625;11,28125;11,3125
24/08/1988;;11,5;11,34375;11,5
25/08/1988;;11,53125;11,34375;11,4375
26/08/1988;;11,625;11,4375;11,5625
29/08/1988;;11,71875;11,53125;11,6875
30/08/1988;;11,71875;11,625;11,65625
31/08/1988;;11,71875;11,5625;11,625
01/09/1988;;11,5625;11,40625;11,46875
02/09/1988;;11,71875;11,5625;11,71875
06/09/1988;;11,75;11,65625;11,65625
07/09/1988;;11,6875;11,4375;11,4375
08/09/1988;;11,4375;11,28125;11,40625
09/09/1988;;11,40625;11,25;11,28125
12/09/1988;;11,25;11,125;11,21875
13/09/1988;;11,28125;11,15625;11,21875
14/09/1988;;11,40625;11,1875;11,3125
15/09/1988;;11,34375;11,21875;11,25
16/09/1988;;11,4375;11,25;11,4375
19/09/1988;;11,375;11,1875;11,25
20/09/1988;;11,28125;11,1875;11,28125
21/09/1988;;11,3125;11,21875;11,25
22/09/1988;;11,21875;11,0625;11,125
23/09/1988;;11,28125;11,03125;11,21875
26/09/1988;;11,3125;11,15625;11,1875
27/09/1988;;11,21875;11,0625;11,0625
28/09/1988;;11,125;11,03125;11,125
29/09/1988;;11,3125;11,09375;11,3125
30/09/1988;;11,34375;11,0625;11,1875
03/10/1988;;11,15625;11;11,09375
04/10/1988;;11,09375;11;11
05/10/1988;;11,09375;11;11,0625
06/10/1988;;11,09375;11,03125;11,09375
07/10/1988;;11,40625;11,09375;11,375
10/10/1988;;11,4375;11,3125;11,375
11/10/1988;;11,40625;11,28125;11,40625
12/10/1988;;11,34375;11,1875;11,25
13/10/1988;;11,3125;11,1875;11,25
14/10/1988;;11,4375;11,15625;11,28125
17/10/1988;;11,34375;11,21875;11,28125
18/10/1988;;11,3125;11,1875;11,28125
19/10/1988;;11,34375;10,90625;11,15625
20/10/1988;;11,40625;11,125;11,375
21/10/1988;;11,5625;11,34375;11,53125
24/10/1988;;11,6875;11,34375;11,375
25/10/1988;;11,40625;11,3125;11,375
26/10/1988;;11,40625;11,25;11,3125
27/10/1988;;11,3125;11,0625;11,09375
28/10/1988;;11,28125;11,1875;11,1875
31/10/1988;;11,25;11,09375;11,1875
01/11/1988;;11,34375;11,125;11,25
02/11/1988;;11,34375;11,1875;11,28125
03/11/1988;;11,34375;11,125;11,15625
04/11/1988;;11,25;11,0625;11,15625
07/11/1988;;11,0625;10,9375;10,96875
08/11/1988;;11,125;11,03125;11,0625
09/11/1988;;11,09375;10,9375;11,0625
10/11/1988;;11,15625;11;11,03125
11/11/1988;;11,03125;10,6875;10,6875
14/11/1988;;10,84375;10,6875;10,71875
15/11/1988;;10,75;10,6875;10,71875
16/11/1988;;10,65625;10,09375;10,25
17/11/1988;;10,4375;10,3125;10,375
18/11/1988;;10,5625;10,375;10,53125
21/11/1988;;11,0625;10,3125;10,53125
22/11/1988;;10,71875;10,53125;10,65625
23/11/1988;;10,6875;10,46875;10,5
25/11/1988;;10,625;10,4375;10,5
28/11/1988;;10,65625;10,5;10,625
29/11/1988;;10,78125;10,625;10,75
30/11/1988;;10,84375;10,65625;10,8125
01/12/1988;;10,84375;10,75;10,75
02/12/1988;;10,71875;10,5625;10,59375
05/12/1988;;10,8125;10,625;10,71875
06/12/1988;;11,09375;10,75;11,09375
07/12/1988;;11,15625;11,03125;11,09375
08/12/1988;;11,0625;11;11,0625
09/12/1988;;11,1875;11,03125;11,15625
12/12/1988;;11,28125;11,125;11,15625
13/12/1988;;11,40625;11,125;11,375
14/12/1988;;11,34375;11,15625;11,25
15/12/1988;;11,28125;11,15625;11,25
16/12/1988;;11,375;11,28125;11,375
19/12/1988;;11,53125;11,3125;11,53125
20/12/1988;;11,625;11,375;11,375
21/12/1988;;11,4375;11,21875;11,34375
22/12/1988;;11,4375;11,25;11,25
23/12/1988;;11,375;11,25;11,25
27/12/1988;;11,375;11,25;11,25
28/12/1988;;11,3125;11,25;11,28125
29/12/1988;;11,28125;11,15625;11,1875
30/12/1988;;11,1875;10,9375;11
03/01/1989;;10,90625;10,78125;10,8125
04/01/1989;;11,0625;10,8125;11
05/01/1989;;11,1875;11;11,09375
06/01/1989;;11,25;11,0625;11,125
09/01/1989;;11,1875;11,0625;11,09375
10/01/1989;;11,15625;10,9375;11
11/01/1989;;11,125;10,9375;11,125
12/01/1989;;11,25;11,125;11,125
13/01/1989;;11,1875;11,0625;11,125
16/01/1989;;11,21875;11,125;11,1875
17/01/1989;;11,21875;11,125;11,1875
18/01/1989;;11,3125;11,125;11,28125
19/01/1989;;11,28125;11,1875;11,25
20/01/1989;;11,25;11,1875;11,25
23/01/1989;;11,34375;11,1875;11,1875
24/01/1989;;11,375;11,1875;11,3125
25/01/1989;;11,3125;11,1875;11,25
26/01/1989;;11,46875;11,1875;11,40625
27/01/1989;;11,5625;11,34375;11,46875
30/01/1989;;11,5625;11,4375;11,5
31/01/1989;;11,59375;11,4375;11,59375
01/02/1989;;11,59375;11,46875;11,5
02/02/1989;;11,5625;11,4375;11,46875
03/02/1989;;11,5625;11,4375;11,5
06/02/1989;;11,375;11,25;11,28125
07/02/1989;;11,46875;11,25;11,40625
08/02/1989;;11,4375;11,25;11,3125
09/02/1989;;11,4375;11,21875;11,34375
10/02/1989;;11,3125;11,09375;11,125
13/02/1989;;11,25;11,0625;11,21875
14/02/1989;;11,34375;11;11,0625
15/02/1989;;11,25;11,03125;11,25
16/02/1989;;11,28125;11,09375;11,21875
17/02/1989;;11,25;11,125;11,1875
21/02/1989;;11,21875;11,09375;11,125
22/02/1989;;11,1875;10,96875;10,96875
23/02/1989;;11,09375;10,9375;11,0625
24/02/1989;;11,09375;10,84375;10,84375
27/02/1989;;11;10,84375;10,9375
28/02/1989;;11,03125;10,9375;10,96875
01/03/1989;;11,03125;10,8125;10,875
02/03/1989;;11,0625;10,875;11,03125
03/03/1989;;11,09375;10,96875;11,0625
06/03/1989;;11,375;11,0625;11,375
07/03/1989;;11,34375;11,1875;11,21875
08/03/1989;;11,28125;11,15625;11,1875
09/03/1989;;11,28125;11,1875;11,25
10/03/1989;;11,25;11,09375;11,125
13/03/1989;;11,28125;11,09375;11,21875
14/03/1989;;11,3125;11,1875;11,25
15/03/1989;;11,40625;11,21875;11,375
16/03/1989;;11,53125;11,40625;11,53125
17/03/1989;;11,3125;11,125;11,28125
20/03/1989;;11,25;11,0625;11,125
21/03/1989;;11,21875;11,09375;11,15625
22/03/1989;;11,21875;11,15625;11,21875
23/03/1989;;11,25;11,09375;11,125
27/03/1989;;11,15625;10,96875;11,125
28/03/1989;;11,1875;11,03125;11,03125
29/03/1989;;11,0625;10,875;10,90625
30/03/1989;;10,9375;10,78125;10,875
31/03/1989;;11;10,71875;10,96875
03/04/1989;;10,9375;10,78125;10,8125
04/04/1989;;10,8125;10,6875;10,8125
05/04/1989;;10,9375;10,75;10,875
06/04/1989;;10,875;10,75;10,75
07/04/1989;;10,8125;10,625;10,6875
10/04/1989;;10,71875;10,5;10,5
11/04/1989;;10,53125;10,375;10,4375
12/04/1989;;10,5625;10,40625;10,5
13/04/1989;;10,625;10,46875;10,5
14/04/1989;;10,59375;10,4375;10,5
17/04/1989;;10,53125;10,46875;10,53125
18/04/1989;;10,875;10,59375;10,8125
19/04/1989;;10,90625;10,75;10,875
20/04/1989;;11;10,75;10,96875
21/04/1989;;11,21875;10,9375;11,15625
24/04/1989;;11,21875;11,125;11,125
25/04/1989;;11,1875;10,96875;10,96875
26/04/1989;;10,96875;10,75;10,78125
27/04/1989;;10,90625;10,71875;10,8125
28/04/1989;;10,8125;10,75;10,78125
01/05/1989;;10,71875;10,625;10,71875
02/05/1989;;10,78125;10,625;10,625
03/05/1989;;10,6875;10,46875;10,625
04/05/1989;;10,65625;10,5625;10,59375
05/05/1989;;10,78125;10,53125;10,5625
08/05/1989;;10,625;10,53125;10,59375
09/05/1989;;10,5625;10,4375;10,53125
10/05/1989;;10,5625;10,5;10,53125
11/05/1989;;10,5625;10,5;10,5
12/05/1989;;10,8125;10,625;10,78125
15/05/1989;;10,84375;10,6875;10,75
16/05/1989;;10,8125;10,6875;10,71875
17/05/1989;;10,75;10,625;10,71875
18/05/1989;;10,84375;10,6875;10,8125
19/05/1989;;11;10,84375;10,96875
22/05/1989;;11,0625;10,96875;11,0625
23/05/1989;;11,0625;10,875;10,90625
24/05/1989;;11,03125;10,90625;10,96875
25/05/1989;;11;10,90625;10,90625
26/05/1989;;10,96875;10,90625;10,9375
30/05/1989;;10,96875;10,71875;10,71875
31/05/1989;;10,875;10,71875;10,78125
01/06/1989;;10,875;10,75;10,78125
02/06/1989;;10,9375;10,78125;10,90625
05/06/1989;;10,96875;10,84375;10,875
06/06/1989;;11;10,90625;11
07/06/1989;;11,125;11,03125;11,0625
08/06/1989;;11,03125;10,90625;10,9375
09/06/1989;;11;10,90625;10,96875
12/06/1989;;11,0625;10,90625;11,0625
13/06/1989;;11,21875;11,03125;11,09375
14/06/1989;;11,125;11;11,125
15/06/1989;;11,09375;10,90625;10,9375
16/06/1989;;11,03125;10,90625;11,03125
19/06/1989;;11,15625;11;11,125
20/06/1989;;11,1875;11,125;11,1875
21/06/1989;;11,21875;11,09375;11,15625
22/06/1989;;11,1875;11;11
23/06/1989;;11,15625;11,0625;11,15625
26/06/1989;;11,34375;11,125;11,3125
27/06/1989;;11,5;11,34375;11,4375
28/06/1989;;11,375;11,1875;11,28125
29/06/1989;;11,25;11,125;11,125
30/06/1989;;11,15625;10,9375;11
03/07/1989;;11,0625;10,96875;11
05/07/1989;;11,09375;10,90625;11,03125
06/07/1989;;11,0625;10,9375;11
07/07/1989;;11,09375;10,96875;11,0625
10/07/1989;;11,15625;11,0625;11,09375
11/07/1989;;11,21875;11,0625;11,09375
12/07/1989;;11,25;11,125;11,25
13/07/1989;;11,28125;11,1875;11,25
14/07/1989;;11,46875;11,1875;11,40625
17/07/1989;;11,4375;11,34375;11,40625
18/07/1989;;11,375;11,25;11,3125
19/07/1989;;11,53125;11,375;11,53125
20/07/1989;;11,59375;11,4375;11,4375
21/07/1989;;11,6875;11,4375;11,6875
24/07/1989;;11,625;11,25;11,28125
25/07/1989;;11,25;10,96875;11
26/07/1989;;11,15625;10,875;11,125
27/07/1989;;11,3125;11,09375;11,25
28/07/1989;;11,3125;11,1875;11,21875
31/07/1989;;11,46875;11,125;11,4375
01/08/1989;;11,5625;11,1875;11,21875
02/08/1989;;11,25;11,09375;11,1875
03/08/1989;;11,21875;11,03125;11,1875
04/08/1989;;11,375;11,125;11,34375
07/08/1989;;11,53125;11,3125;11,5
08/08/1989;;11,375;11,125;11,21875
09/08/1989;;11,3125;11,03125;11,03125
10/08/1989;;11,1875;10,90625;11,0625
11/08/1989;;11,25;10,875;10,90625
14/08/1989;;11,15625;10,90625;11,0625
15/08/1989;;11,28125;11,125;11,28125
16/08/1989;;11,25;11,0625;11,09375
17/08/1989;;11,03125;10,875;10,9375
18/08/1989;;11,03125;10,875;10,9375
21/08/1989;;10,96875;10,8125;10,8125
22/08/1989;;10,90625;10,78125;10,875
23/08/1989;;11;10,84375;10,96875
24/08/1989;;11,125;10,78125;11,0625
25/08/1989;;11,125;10,9375;10,96875
28/08/1989;;11;10,90625;11
29/08/1989;;11;10,9375;10,9375
30/08/1989;;11,03125;10,875;10,96875
31/08/1989;;11;10,90625;10,9375
01/09/1989;;11,03125;10,9375;11
05/09/1989;;11,0625;10,9375;10,96875
06/09/1989;;11;10,90625;10,96875
07/09/1989;;11,1875;10,96875;11,0625
08/09/1989;;11,15625;11,03125;11,09375
11/09/1989;;11,1875;11,03125;11,15625
12/09/1989;;11,34375;11,15625;11,34375
13/09/1989;;11,40625;11,125;11,125
14/09/1989;;11,1875;11,125;11,15625
15/09/1989;;11,25;11,09375;11,21875
18/09/1989;;11,34375;11,1875;11,21875
19/09/1989;;11,375;11,25;11,28125
20/09/1989;;11,3125;11,25;11,25
21/09/1989;;11,34375;11,25;11,25
22/09/1989;;11,34375;11,25;11,34375
25/09/1989;;11,28125;11,1875;11,1875
26/09/1989;;11,28125;11,09375;11,125
27/09/1989;;11,25;11,09375;11,15625
28/09/1989;;11,21875;11,09375;11,15625
29/09/1989;;11,21875;11,09375;11,1875
02/10/1989;;11,3125;11,15625;11,28125
03/10/1989;;11,34375;11,1875;11,3125
04/10/1989;;11,34375;11,15625;11,21875
05/10/1989;;11,25;11,125;11,1875
06/10/1989;;11,375;11,15625;11,34375
09/10/1989;;11,4375;11,1875;11,40625
10/10/1989;;11,53125;11,40625;11,4375
11/10/1989;;11,59375;11,34375;11,53125
12/10/1989;;11,625;11,46875;11,59375
13/10/1989;;11,71875;11;11,0625
16/10/1989;;11,34375;10,8125;11,34375
17/10/1989;;11,40625;11,09375;11,375
18/10/1989;;11,46875;11,28125;11,40625
19/10/1989;;11,5;11,375;11,4375
20/10/1989;;11,53125;11,25;11,53125
23/10/1989;;11,5625;11,375;11,4375
24/10/1989;;11,46875;11,15625;11,375
25/10/1989;;11,4375;11,28125;11,375
26/10/1989;;11,34375;11,15625;11,21875
27/10/1989;;11,4375;11,15625;11,4375
30/10/1989;;11,5;11,25;11,28125
31/10/1989;;11,5625;11,40625;11,5
01/11/1989;;11,5625;11,375;11,4375
02/11/1989;;11,5625;11,375;11,5
03/11/1989;;11,59375;11,46875;11,5
06/11/1989;;11,5625;11,40625;11,53125
07/11/1989;;11,5;11,28125;11,46875
08/11/1989;;11,5625;11,4375;11,5
09/11/1989;;11,46875;11,25;11,28125
10/11/1989;;11,34375;11,25;11,28125
13/11/1989;;11,46875;11,25;11,4375
14/11/1989;;11,53125;11,4375;11,46875
15/11/1989;;11,53125;11,375;11,4375
16/11/1989;;11,46875;11,34375;11,375
17/11/1989;;11,59375;11,375;11,5625
20/11/1989;;11,59375;11,375;11,4375
21/11/1989;;11,46875;11,34375;11,4375
22/11/1989;;11,5625;11,4375;11,46875
24/11/1989;;11,5625;11,46875;11,46875
27/11/1989;;11,71875;11,46875;11,71875
28/11/1989;;12,03125;11,6875;11,96875
29/11/1989;;11,9375;11,6875;11,75
30/11/1989;;11,90625;11,75;11,8125
01/12/1989;;12,21875;11,8125;12,09375
04/12/1989;;12,15625;11,96875;12,03125
05/12/1989;;12,09375;11,90625;11,96875
06/12/1989;;12,03125;11,90625;12,03125
07/12/1989;;12,3125;12;12,15625
08/12/1989;;12,3125;12,125;12,25
11/12/1989;;12,4375;12,21875;12,4375
12/12/1989;;12,90625;12,46875;12,8125
13/12/1989;;12,90625;12,625;12,6875
14/12/1989;;12,65625;12,34375;12,40625
15/12/1989;;12,53125;12,21875;12,53125
18/12/1989;;12,75;12,4375;12,5625
19/12/1989;;12,6875;12,4375;12,5625
20/12/1989;;12,6875;12,5625;12,65625
21/12/1989;;12,71875;12,625;12,71875
22/12/1989;;12,71875;12,59375;12,65625
26/12/1989;;12,65625;12,5;12,53125
27/12/1989;;12,65625;12,5;12,625
28/12/1989;;12,625;12,46875;12,53125
29/12/1989;;12,59375;12,5;12,5
02/01/1990;;12,625;12,3125;12,5
03/01/1990;;12,5;12,28125;12,375
04/01/1990;;12,40625;12,125;12,25
05/01/1990;;12,3125;12,09375;12,1875
08/01/1990;;12,4375;12,15625;12,375
09/01/1990;;12,40625;12,125;12,125
10/01/1990;;12,21875;12,0625;12,1875
11/01/1990;;12,34375;12,21875;12,25
12/01/1990;;12,15625;11,90625;11,9375
15/01/1990;;12,125;11,84375;12,09375
16/01/1990;;12,0625;11,875;12,03125
17/01/1990;;12,09375;11,75;11,84375
18/01/1990;;12;11,75;12
19/01/1990;;12,21875;12;12,15625
22/01/1990;;12,25;11,71875;11,75
23/01/1990;;12,03125;11,71875;11,78125
24/01/1990;;11,84375;11,5;11,75
25/01/1990;;11,84375;11,40625;11,5
26/01/1990;;11,71875;11,4375;11,6875
29/01/1990;;11,84375;11,46875;11,75
30/01/1990;;11,84375;11,59375;11,75
31/01/1990;;11,8125;11,6875;11,75
01/02/1990;;11,84375;11,75;11,75
02/02/1990;;11,96875;11,75;11,96875
05/02/1990;;12,09375;11,96875;12
06/02/1990;;11,875;11,5625;11,8125
07/02/1990;;12;11,6875;12
08/02/1990;;12,25;11,9375;12,03125
09/02/1990;;12,15625;11,9375;12,0625
12/02/1990;;12,03125;11,78125;11,78125
13/02/1990;;11,875;11,65625;11,8125
14/02/1990;;11,90625;11,6875;11,75
15/02/1990;;12,125;11,71875;12,125
16/02/1990;;12,28125;12;12
20/02/1990;;11,90625;11,75;11,84375
21/02/1990;;11,96875;11,625;11,90625
22/02/1990;;12,03125;11,78125;11,78125
23/02/1990;;11,9375;11,71875;11,78125
26/02/1990;;12,09375;11,78125;12,0625
27/02/1990;;12,125;11,9375;12,09375
28/02/1990;;11,9375;11,71875;11,75
01/03/1990;;11,78125;11,625;11,625
02/03/1990;;11,78125;11,625;11,6875
05/03/1990;;11,75;11,5625;11,5625
06/03/1990;;11,8125;11,5625;11,78125
07/03/1990;;11,78125;11,59375;11,625
08/03/1990;;11,71875;11,625;11,6875
09/03/1990;;11,71875;11,59375;11,59375
12/03/1990;;11,625;11,53125;11,625
13/03/1990;;11,5625;11,375;11,40625
14/03/1990;;11,71875;11,4375;11,625
15/03/1990;;11,78125;11,625;11,71875
16/03/1990;;11,9375;11,78125;11,875
19/03/1990;;11,90625;11,75;11,875
20/03/1990;;11,8125;11,625;11,6875
21/03/1990;;11,6875;11,5625;11,5625
22/03/1990;;11,59375;11,40625;11,5
23/03/1990;;11,75;11,53125;11,53125
26/03/1990;;11,71875;11,4375;11,4375
27/03/1990;;11,6875;11,4375;11,65625
28/03/1990;;11,65625;11,5625;11,5625
29/03/1990;;11,59375;11,4375;11,53125
30/03/1990;;11,6875;11,4375;11,53125
02/04/1990;;11,5625;11,4375;11,5625
03/04/1990;;11,8125;11,625;11,78125
04/04/1990;;11,78125;11,59375;11,625
05/04/1990;;11,71875;11,5625;11,5625
06/04/1990;;11,625;11,5;11,53125
09/04/1990;;11,625;11,46875;11,5
10/04/1990;;11,5625;11,4375;11,5
11/04/1990;;11,5;11,375;11,40625
12/04/1990;;11,53125;11,375;11,4375
16/04/1990;;11,53125;11,34375;11,40625
17/04/1990;;11,5;11,34375;11,4375
18/04/1990;;11,46875;11,34375;11,375
19/04/1990;;11,53125;11,3125;11,5
20/04/1990;;11,625;11,375;11,59375
23/04/1990;;11,59375;11,40625;11,4375
24/04/1990;;11,46875;11,28125;11,3125
25/04/1990;;11,40625;11,28125;11,3125
26/04/1990;;11,40625;11,28125;11,40625
27/04/1990;;11,4375;11,21875;11,25
30/04/1990;;11,375;11,25;11,3125
01/05/1990;;11,375;11,25;11,28125
02/05/1990;;11,5;11,28125;11,46875
03/05/1990;;11,59375;11,5;11,59375
04/05/1990;;11,65625;11,5625;11,625
07/05/1990;;11,625;11,53125;11,625
08/05/1990;;11,5;11,375;11,4375
09/05/1990;;11,53125;11,375;11,5
10/05/1990;;11,71875;11,5625;11,65625
11/05/1990;;12;11,5625;11,96875
14/05/1990;;12,15625;11,90625;12
15/05/1990;;11,96875;11,8125;11,875
16/05/1990;;12,0625;11,8125;11,96875
17/05/1990;;12,125;11,9375;11,96875
18/05/1990;;12,03125;11,8125;11,9375
21/05/1990;;12,0625;11,875;11,96875
22/05/1990;;12,09375;11,8125;11,96875
23/05/1990;;11,9375;11,8125;11,84375
24/05/1990;;11,875;11,78125;11,78125
25/05/1990;;11,8125;11,59375;11,625
29/05/1990;;11,90625;11,625;11,90625
30/05/1990;;12;11,875;11,9375
31/05/1990;;12,03125;11,90625;12
01/06/1990;;12,0625;11,84375;11,9375
04/06/1990;;12,125;11,90625;12,0625
05/06/1990;;12,09375;12;12,0625
06/06/1990;;12,03125;11,90625;11,96875
07/06/1990;;12,0625;11,84375;11,90625
08/06/1990;;11,875;11,6875;11,75
11/06/1990;;12;11,75;11,96875
12/06/1990;;12,3125;12;12,21875
13/06/1990;;12,21875;11,96875;12,03125
14/06/1990;;12,03125;11,9375;12,03125
15/06/1990;;12,03125;11,90625;11,96875
18/06/1990;;12;11,84375;11,875
19/06/1990;;11,90625;11,78125;11,84375
20/06/1990;;11,96875;11,78125;11,96875
21/06/1990;;12,15625;11,90625;12,15625
22/06/1990;;12,25;11,9375;11,96875
25/06/1990;;12,03125;11,8125;11,8125
26/06/1990;;11,84375;11,71875;11,75
27/06/1990;;12;11,75;12
28/06/1990;;12,0625;11,9375;12,0625
29/06/1990;;12,09375;11,96875;11,96875
02/07/1990;;11,9375;11,8125;11,9375
03/07/1990;;11,96875;11,8125;11,84375
05/07/1990;;11,8125;11,6875;11,6875
06/07/1990;;11,9375;11,6875;11,9375
09/07/1990;;11,9375;11,78125;11,84375
10/07/1990;;11,84375;11,6875;11,6875
11/07/1990;;11,96875;11,71875;11,96875
12/07/1990;;12,3125;12;12,3125
13/07/1990;;12,46875;12,15625;12,1875
16/07/1990;;12,28125;12,125;12,1875
17/07/1990;;12,1875;11,96875;12,15625
18/07/1990;;12,15625;12,03125;12,125
19/07/1990;;12,5;12,09375;12,5
20/07/1990;;12,5;12,125;12,15625
23/07/1990;;12,34375;11,9375;11,96875
24/07/1990;;12,53125;12,125;12,5
25/07/1990;;12,53125;12,375;12,40625
26/07/1990;;12,4375;12,09375;12,21875
27/07/1990;;12,59375;12,21875;12,3125
30/07/1990;;12,6875;12,28125;12,6875
31/07/1990;;13;12,6875;12,96875
01/08/1990;;13,1875;12,9375;13,03125
02/08/1990;;13,59375;13,25;13,3125
03/08/1990;;13,75;13,28125;13,28125
06/08/1990;;13,78125;13,3125;13,5625
07/08/1990;;13,34375;13,125;13,34375
08/08/1990;;13,125;12,78125;12,9375
09/08/1990;;13,03125;12,8125;12,96875
10/08/1990;;13,09375;12,875;12,90625
13/08/1990;;13,09375;12,71875;13,09375
14/08/1990;;13,125;13;13,0625
15/08/1990;;13,09375;12,96875;13
16/08/1990;;13,15625;12,90625;12,9375
17/08/1990;;13,1875;12,84375;13,03125
20/08/1990;;13,25;13,0625;13,1875
21/08/1990;;13,3125;12,9375;12,96875
22/08/1990;;13,0625;12,84375;12,84375
23/08/1990;;12,75;12,375;12,40625
24/08/1990;;12,5;12,125;12,21875
27/08/1990;;12,4375;12,21875;12,40625
28/08/1990;;12,5625;12,375;12,53125
29/08/1990;;12,59375;12,3125;12,46875
30/08/1990;;12,46875;12,1875;12,21875
31/08/1990;;12,5;12,21875;12,5
04/09/1990;;12,5625;12,46875;12,53125
05/09/1990;;12,75;12,46875;12,71875
06/09/1990;;12,84375;12,5625;12,59375
07/09/1990;;12,71875;12,5;12,71875
10/09/1990;;12,78125;12,59375;12,59375
11/09/1990;;12,75;12,625;12,71875
12/09/1990;;12,90625;12,65625;12,84375
13/09/1990;;12,875;12,65625;12,6875
14/09/1990;;12,84375;12,6875;12,84375
17/09/1990;;12,96875;12,6875;12,90625
18/09/1990;;12,90625;12,71875;12,8125
19/09/1990;;12,84375;12,65625;12,8125
20/09/1990;;12,78125;12,65625;12,78125
21/09/1990;;12,875;12,625;12,8125
24/09/1990;;12,8125;12,625;12,625
25/09/1990;;12,71875;12,5625;12,625
26/09/1990;;12,5625;12,3125;12,46875
27/09/1990;;12,5625;12,25;12,4375
28/09/1990;;12,34375;12,1875;12,25
01/10/1990;;12,46875;12,15625;12,40625
02/10/1990;;12,46875;12,28125;12,375
03/10/1990;;12,59375;12,375;12,40625
04/10/1990;;12,59375;12,34375;12,59375
05/10/1990;;12,625;12,34375;12,46875
08/10/1990;;12,625;12,5;12,59375
09/10/1990;;12,625;12,4375;12,4375
10/10/1990;;12,5;12,15625;12,1875
11/10/1990;;12,21875;11,90625;12,03125
12/10/1990;;12,34375;12;12,125
15/10/1990;;12,4375;12,03125;12,3125
16/10/1990;;12,40625;12,125;12,15625
17/10/1990;;12,34375;12,09375;12,125
18/10/1990;;12,1875;12,03125;12,125
19/10/1990;;12,53125;12,125;12,46875
22/10/1990;;12,5;12,40625;12,40625
23/10/1990;;12,34375;12,09375;12,125
24/10/1990;;12,25;12;12,125
25/10/1990;;12,1875;11,90625;11,9375
26/10/1990;;11,9375;11,8125;11,8125
29/10/1990;;12,03125;11,8125;11,90625
30/10/1990;;12,21875;11,9375;12,21875
